N,P,K,temperature,humidity,ph,rainfall,label
107.48132413309347,26.42614650555737,29.014694001883974,34.823528164135226,72.48882477639924,7.003434340474575,275.0476604696194,rice
59.43806173491277,32.465814379399305,30.889819562884014,23.599447539011777,75.88517456901351,6.3588238509289585,163.39158967726263,cotton
114.29586607813731,25.906846739805086,26.823091643746533,30.56883353182402,80.14776189926279,6.915913052864035,255.7831018204818,rice
83.80394648409779,36.98192410880533,42.39407542604795,18.294472629073972,47.87521888828734,5.676296171123557,155.0940470313364,wheat
113.37073428606085,30.239576329329587,25.407429598682633,25.463466399303897,72.56899584719991,7.3681592348635325,281.6374594940632,rice
104.15423837889276,26.04035289347194,32.08653764151431,31.188669086609316,71.54731892525997,7.189720227951839,271.5683144821853,rice
96.6643328048178,25.83050307756534,35.573549511293315,32.01953117751918,85.04105946394162,7.213956514745224,237.75526061212736,rice
104.30523702386486,32.424502479026756,29.54680778146663,29.65113221962157,84.40133125377871,6.965698828574552,285.35528559719455,rice
58.40292292615573,28.877925646916054,38.059822487621425,25.734669174969813,72.55981596479232,7.099476817436847,141.51889709028126,cotton
82.53151251992355,43.325092322832575,43.0136499009823,20.56483788111434,49.14458600176915,4.935950204330449,160.94454740917024,wheat
142.44852495870745,30.035187245080472,30.842951435531713,30.51763714356838,73.05628588391079,6.612960724411582,232.23489641166495,rice
75.62017290916974,37.1818792651696,31.826969433483427,20.830668313737938,48.54053626608855,6.102244214127088,145.55870352222587,wheat
51.454878512407234,27.142985082396024,38.304744630797515,25.60524299889803,72.63485106061395,6.452196518087695,133.33208181424317,cotton
120.63162828335058,34.55842550347178,29.466581764739736,27.59032859861374,71.32532420108649,5.5944208407965075,258.1882676879537,rice
125.7944567608841,25.92419254230458,30.070696464170435,31.083460019504344,81.16558790901578,6.14878717893397,242.6358662424869,rice
149.88363676227618,30.70663307516865,28.694087455114296,31.28089619675272,96.27196259813236,7.109554938821383,211.89894366399,rice
43.800529719209095,24.87615462174041,36.783171359508486,25.558253345309833,73.72395879475607,6.708169974688766,133.80646126223795,cotton
112.56152889482706,32.814552945575336,31.28173477931366,35.26210262705579,99.82958350692277,7.366288113490001,262.4221153920969,rice
47.300875834830876,30.461430649794334,30.613874945704374,28.213027152398418,79.68903525193593,5.867610362618627,161.58725306433666,cotton
123.74620301716577,27.48927771695184,34.42354624983596,29.95793345979468,71.0500041815649,7.114975208559844,182.5392598947348,rice
56.959195547734566,27.57850335490193,33.36142280232416,25.304705589931206,79.06617310909422,6.815083747291025,122.7121743988366,cotton
50.06937889611693,27.442902581578085,29.876526218371367,32.05451206375634,63.005209220857274,6.1527094803064,106.16622946261492,cotton
98.65909000377617,25.71086716388722,31.19591353224702,34.78286926047449,74.13625229203564,6.903404520847606,233.2788567661975,rice
120.04333730325511,27.90666306300386,30.82541703618041,30.52133430674406,69.91034105843514,7.00310027088311,271.80130042981364,rice
49.59240234266613,38.73137488912127,35.46521593327341,25.140357076079052,75.47337988039192,6.2859291525266485,131.11388162564862,cotton
110.0476902328418,27.317871227894067,31.546361847187374,27.1168908659891,79.67045794363499,8.247682917305255,218.12143103409238,rice
125.56276800688134,26.69105147840461,32.94681520394512,29.078058426944235,85.43251956783456,6.8199506222659085,278.9956979163914,rice
130.32198675809133,25.708017776346544,24.58062135890481,28.12622996731928,85.89536738414111,7.741666330053622,252.55067297699125,rice
85.98319407993147,39.657973712625086,37.601073420919626,21.286082044656116,58.5266223797073,6.289259580040525,134.1238146937977,wheat
74.1394763124198,27.79524511833442,36.15705321140692,23.693240408888343,58.17019292572752,6.051279441221828,139.95987563297717,wheat
51.43097056511088,29.54696236534087,31.41539959935636,26.44207975613487,70.98692055851517,7.2589635797457825,147.35179004760514,cotton
45.685207675459814,31.06559082083734,36.367538500342974,29.57555237685449,71.1879865982272,7.8717433591635295,163.8716953704244,cotton
130.97821841061221,28.37224817534598,28.90048278052446,28.504367297789376,71.16137788980923,6.887444900090594,270.37285404916565,rice
