N,P,K,temperature,humidity,ph,rainfall,label
125.94559265739798,57.07393225935827,41.850674488232855,26.819413733745254,65.24889957366165,6.314388598066013,177.37527915566557,maize
69.58701059426834,40.35089010532746,41.78878367964295,26.28099649352844,61.48264109170019,5.3324488773582726,147.86490374744204,wheat
112.68022535962761,57.37990313768454,39.18895006453698,21.696895797919904,68.02161787776282,7.770265379748004,217.53212275596,maize
124.20767293939564,54.34722502834393,42.08015304364815,30.04430837721455,58.91107280214427,7.220205296655607,197.70428331323632,maize
110.02334308869797,63.78240417157851,38.669989823904956,34.82291278569598,69.74939287111101,6.805046087006049,193.66079681453203,maize
121.8953735586672,61.68927476111696,40.874321738521076,27.576918554849005,54.901495736332606,6.492763552252618,192.48602759074572,maize
67.95131646869237,41.954595598613984,37.14730299553858,26.12642333903344,44.560210296158026,6.278440657784517,170.61863269517897,wheat
104.66420616639687,59.6446988230145,42.14330954341746,23.073292583647806,58.292450974355134,6.287546116372027,217.77522912424104,maize
84.02678843240264,35.944226211260464,41.11178779893503,24.717383145299898,52.979259285337484,6.014165156724268,142.3915954234075,wheat
73.44917165760945,40.29388451471273,36.46662258802737,23.964838581780334,63.07686792767949,6.12723586158192,132.29818470365942,wheat
73.4104544059004,41.13648097397556,37.17630334950919,22.29727276273066,61.9466977545501,5.991268791103138,159.48043334067071,wheat
82.19436907417898,36.83226136974852,37.86644667445516,23.8697543485629,54.71625135012877,5.277244532712147,161.42649655637499,wheat
80.46291275566455,43.08286717483486,50.30958923271035,23.663597878991197,51.039833313699596,6.124997237393867,153.7510284482048,wheat
83.19004038254627,36.698314322229706,35.23263820925366,26.782895732370836,61.16761280689261,6.822066717750165,160.04792614213585,wheat
79.72737389000604,46.78251961702418,39.38121205886834,21.103922764110873,54.94355816015163,5.80955347873277,132.7650146614996,wheat
64.4109825574473,39.783075362112015,39.844886517579184,24.86369897202429,48.10517988943058,5.7400955050254705,167.70100995988238,wheat
76.17292243615118,39.665140314127704,39.03632827714198,22.33205918729574,60.0529829082482,6.245425257870275,166.98251818549903,wheat
129.51947339461358,67.01532423202146,35.701697520215646,29.485395027956944,69.90899242465639,6.169038001617567,223.74542288873087,maize
133.09287577678967,61.619000865655515,36.868330504379415,22.87055634414805,65.58464656052315,8.113281402463906,200.6895928475073,maize
60.2579067106776,35.22137592695661,37.63657422275293,23.128020362638154,55.41446586232746,5.6939597814314995,123.20215375797318,wheat
101.72790036772714,40.4522678091823,38.90363522921248,23.347863111160194,65.52607446155334,5.555679542486947,162.28201068163085,wheat
115.01336053225019,62.77336344527867,41.397253210269746,33.42232826347982,48.668223789137116,6.683329022016963,210.3782591185555,maize
111.17488214317892,59.01717224708963,32.35226607171573,20.965489938499015,68.1961956657923,6.960990882709294,238.20568065511702,maize
77.91221461559681,36.678045433454955,39.08923780852844,16.38293123173566,52.56392793577381,6.017357654416264,135.24516067536143,wheat
67.53368785899869,38.82829474137813,42.750749979894245,22.615311307759526,56.32169910971979,5.580639145795401,158.43807811075868,wheat
65.5308876200555,39.35693162850202,43.842119376061376,18.58798273253716,61.79397672569442,6.260695258252541,132.00917298559042,wheat
79.4666473753244,38.91648655691974,43.821197245921226,26.414727556645094,54.86111522735873,5.834218478455747,148.9330237051422,wheat
94.9419451385978,35.70848083171972,45.31387424930571,28.003021124354095,49.52518341625135,6.167349644346709,141.6354281944996,wheat
122.83789791014289,69.6325660970762,41.86215532482141,28.01193056876587,67.31269193496058,4.992472894138713,226.41793983662362,maize
82.81384624950496,46.524527270516835,48.54903845917883,24.699548378347835,60.81379393830641,7.061076483744726,157.57066704817169,wheat
134.05885196567198,57.09939679465379,40.43149499578396,27.42921321651521,60.606214715724626,6.293170007811144,161.5918259789073,maize
75.61678204822996,39.04797698699146,40.150954394554255,23.63226204053453,56.46650474778222,5.969285738941345,131.37610162860767,wheat
127.07928682636455,59.27556278725587,35.83005647275524,28.50540167729971,57.073785546927034,6.822660995113411,206.06675260678418,maize
