N,P,K,temperature,humidity,ph,rainfall,label
97.09321296263505,59.60999263750403,38.033892499825726,29.58922948763026,62.767165240991645,6.281480074579289,209.4122340120901,maize
43.59917163178181,27.492426217585287,33.5279725706493,26.60672406322192,64.45692949570164,6.7542978514488805,154.10626269614465,cotton
117.15522327311709,31.732915635512683,27.2338992193298,28.203906481149456,75.27024356511268,7.3529484403711605,273.4222619652264,rice
121.48304920652089,60.04550113679857,39.62771067564002,22.648109233975624,61.25816224557469,7.245686082394642,225.86704049460224,maize
52.23777250935287,29.782091778231635,31.882386696134475,24.136476054557946,70.86835926848079,7.045546395481347,149.73756846361675,cotton
126.04107404990863,55.07996367745618,39.9164553087431,26.812745002323805,60.133756155784745,7.241073792355349,186.2755578595667,maize
130.18477411258053,31.26595168899908,36.53384089919018,23.16867822927541,89.84181660596322,6.151675293201533,243.23295328879348,rice
126.70026159821217,67.63990060608832,39.86000139728249,26.212607479057674,70.50054967579459,7.451287197256837,182.0196805910426,maize
53.015680701156555,32.02551524665867,28.62508217986415,21.758019254038935,73.17215205813861,7.192429027548287,134.9488792803518,cotton
121.17850819049129,29.629017442815417,27.547450714697018,31.99443688289354,80.53495840324655,6.477548490540019,264.1723812194045,rice
60.895593643838964,25.524973048447634,32.14511342715237,29.539393650037717,74.58149983885141,6.164888581213396,133.1259758617967,cotton
121.89203345481096,28.323081427687526,33.99128611267599,33.82111329743057,78.28723192988033,6.725254032055404,247.052345880074,rice
58.334659804865474,32.58876490682901,35.56875234869002,26.11235374206107,62.94726628048486,7.061527047092171,136.5161904065973,cotton
106.82354241717543,29.411099166611447,26.198022478467063,33.648070181675045,88.19274250687108,6.66766992616878,273.4714776722001,rice
49.730723517266945,27.89414587021585,35.00681223218891,27.843160840632947,76.29290771836689,7.024245298758122,129.6754328480535,cotton
120.75196286266114,30.954340707674497,28.7033259665344,31.508951854010782,63.698389278337054,6.364216421648129,218.7694452723644,rice
116.01442880718878,61.47058202623744,41.43726170512749,27.643813009113074,63.35979356794576,7.2115784752645675,188.12542650912346,maize
111.93976908429208,27.544537656823437,26.999360316857626,25.749420927897937,70.41516035173082,6.698155109215582,275.99523925324814,rice
106.23609302785215,27.485899820931564,35.67460629812456,26.287028749482864,78.67780592687224,5.851345104017741,263.55233632925865,rice
107.35584316027042,25.517066678010245,31.159219042428894,36.63120492113198,68.91745197816209,8.38034474412858,280.01468591846026,rice
50.96872040352007,25.436930603161798,32.745271088389885,20.65890488140509,63.53505814270767,7.620209623028334,145.98375248060174,cotton
98.9767317013157,60.18932797556549,39.585032609871114,28.942506662324853,63.9169271767015,6.012321329510563,197.64776953517207,maize
133.31496513846818,64.6043623478526,38.27131286514582,21.484979879665243,60.085652455438336,6.441726566241462,211.34675612998558,maize
114.70049486555392,59.82614494467932,44.961245761281226,28.145007133682572,67.38457784117792,5.879560718403072,165.78988887007296,maize
109.50001224699005,51.309915063097534,38.25907884195649,29.497267481969832,65.6910055280028,6.406015650855748,179.7351426655032,maize
49.83555745085132,25.741365402831185,31.441737109647136,27.54673698040977,67.76248845924385,7.382636842905527,132.71735609347348,cotton
46.54859263099035,29.017975679240593,38.59303971180345,26.54133375322085,81.54273202052205,6.790441629334297,155.65291228734867,cotton
125.53302856671816,28.176229022263538,26.887704549299762,30.679457358524303,78.05139201502863,5.483528260848055,222.84970745163966,rice
40.75439456795186,29.116678174449294,38.565291832913566,29.496028968712768,73.36482124071813,5.400038507985588,141.19627132378895,cotton
53.33396859963564,29.818443131054018,31.183513574280365,28.259764277900143,66.54298518219267,6.143273467047418,155.31663555503152,cotton
118.42061531952413,28.455779545347184,28.858393658131487,30.78535551193828,69.41259768169111,6.838465500185195,223.4925898292097,rice
114.64446312932795,29.72051597313769,31.605478073579572,26.778870386787215,85.75885452036246,6.968316143187683,205.31869464652715,rice
133.5445000728989,68.81566417938001,37.09135268449602,23.85147361594001,56.54573545848705,6.116557334477417,174.9754273576962,maize
57.80765244716527,24.70402907471075,36.819575236805505,23.50468256277329,77.9373383004032,6.684245242502815,144.97558492539054,cotton
120.70571436623703,33.45707392757364,26.196399272750305,25.629388712446776,79.21814007371516,6.4782213277652,287.2146462854651,rice
54.20033975789945,31.377215916710597,31.259619073745775,24.13434517679795,63.627930013065324,6.647004486108804,172.49456413854935,cotton
130.06507025587925,29.45309777970905,32.45079094519686,31.02313726662948,67.78800190347734,6.377290005912275,239.4267818620438,rice
40.78915774546615,27.774678787647368,31.316614800524675,26.58445523357528,77.91834318210871,7.553212561678985,163.81890505149028,cotton
137.99521174080172,52.37281389946624,39.561878411178384,28.2391281734621,54.98364207974151,7.147525741861542,190.44384393499598,maize
135.58805140827687,63.02239413308751,47.6186892221579,27.861270399255776,53.4203341379808,7.054526369560662,256.1753526013371,maize
54.995870632156766,25.798143772342463,29.834886156001623,25.076948314929478,68.03205410299448,7.568074773996837,171.91296214143176,cotton
51.806800343932764,30.695237038552392,36.783642939441265,23.037313498841918,62.51019916223533,7.63225470416893,163.79872829980567,cotton
106.05591842733887,33.70938150912293,32.072123076846694,25.538692499459774,84.54584065701731,6.4692766854022485,258.8598832399796,rice
120.08967818794758,31.76175053447704,35.40436083091518,31.593156365941688,95.69176640280389,5.87420388587505,238.74813589577377,rice
123.31198883304465,33.65618492173893,33.206514942573556,32.33845547416788,84.069161091067,7.920184569470242,243.0995111907241,rice
137.85043545196274,73.40449685282414,43.01107105923019,27.30006021574363,61.77319088593217,5.652574893405113,249.57791922436203,maize
97.62766219031485,26.120762382012416,26.97634360124394,32.163801637725165,75.61366483471632,6.5281074741251395,243.17936633740544,rice
47.99643445199213,30.427413501358618,34.22375747910268,27.38439599714423,57.99381435065962,6.844913325897051,136.8029901234567,cotton
54.8513130039813,29.898979648272686,29.7193554531313,27.65464550716494,55.72757616586773,6.539743971750864,128.0275112922273,cotton
106.49255042126572,28.612344952857125,30.60168369414447,33.957541351178904,81.94618740460774,7.896349807907944,233.71262287119936,rice
117.94843148493061,64.44113867801278,44.707103833455356,26.669682330088143,67.18564822048305,7.084875304586004,194.51957134722883,maize
48.97253713199538,35.93042688902379,42.208832047520815,21.17049597727417,68.61134983360273,7.064479170274931,163.99717455360368,cotton
112.48361503644237,65.95631958664713,38.90962837682823,27.88997959035301,64.3010666660236,5.788365666462727,250.10405698821936,maize
132.70717789452655,30.413994772272325,28.443806950342942,34.00150022898877,84.69278082997417,7.573957122854756,285.3381250412757,rice
50.18867919925725,30.395984091710055,34.79023188077869,22.52344199485261,59.63519446454748,7.8128285535482185,127.862607088677,cotton
41.88248826899199,28.778896632671007,39.165310151374854,25.789984719567705,62.1030194994321,6.790130777779827,129.02168809160815,cotton
50.509723944243845,30.397699997049532,31.008459787226784,27.555786879246792,69.23994799793537,6.208018649903765,165.63309497647597,cotton
136.73862137933526,71.79004295409757,42.108372491138255,26.95838620735182,66.9619524231521,7.318289505118841,209.038116320089,maize
44.06793489905919,29.593936446324808,31.21809142120945,21.642882122549814,66.17922620983477,7.913584071787573,139.77049014266612,cotton
127.49885556231665,31.429282914448937,31.09538402440917,30.672741000382974,85.39479870232408,6.788339507856612,228.00151822892246,rice
115.72322415592721,28.633471005983377,26.251408465842378,29.267587694348425,77.34056883268269,7.774792780031303,216.97833988302716,rice
46.04013898698012,33.491354900378646,37.488673725668214,28.646206994320618,66.1367918952767,5.164395298692275,156.25481769087182,cotton
51.111676703679315,28.428634682824303,33.40529167335131,29.41565878329931,66.71186045163257,8.445213311725588,159.4652307172669,cotton
119.2074098313479,70.4858019581726,36.843241384400095,27.877255745983085,60.361991843755206,5.883682571960622,216.7750867834022,maize
48.558937757819635,29.92280511320006,38.360393969881855,26.326083913874616,61.62500851242284,7.5241028066758355,147.14811185039173,cotton
44.827680261623,33.226803629621614,37.495633069804164,27.638455835934636,71.51101505055576,6.044995543984257,113.19945053625818,cotton
112.87521196873476,32.77076732194293,29.796036562506856,28.65730493339342,75.73501269882658,6.7361275598211625,253.85214697847502,rice
49.03985953541186,26.51198894251316,28.436823123191534,22.715295707284945,63.98467898713278,7.123464141199992,150.41522735246434,cotton
117.02714260017879,26.81165028303531,35.61482399380425,34.4978438803917,68.97284349928078,7.299581486354159,253.9174594220103,rice
57.16650881827985,30.77067292953898,37.97426417140315,28.594432327234,68.38083341366047,6.003984859537869,137.66554918647964,cotton
116.14582355293781,31.468598567982063,28.03536305529058,29.768419119386916,84.91784031464813,7.1968039470804595,236.33714503254373,rice
135.3324763345036,56.227095846411174,34.827929772425534,28.799248009739774,68.28800797130752,6.824449085427625,181.3514441499936,maize
97.5061266024045,60.89058029090192,43.607148756162815,24.838233184067786,59.112020923133905,6.407022606620221,219.4815022627402,maize
119.15893177187552,55.24038969028216,44.22640091812922,27.843693404166537,51.34092505255491,5.993762839093263,187.3510427779873,maize
46.41892952870514,32.07643719997614,38.536912314776615,28.38317084925519,66.63772607646013,6.206815297875061,136.0673195958019,cotton
